Date,Customer_ID,Customer_Name,Channel,Region,Product_Type,SKU_ID,Shelf_Life,Units_Delivered,Units_Sold,Returns_Units,Waste_Units,Net_Sales_Units,Price_per_Unit,Revenue,Cost_per_Unit,Margin_Pct,Promotion,Discount_Rate,Stock_Out,Delivery_Delay,Sales_Rep_Efficiency_Score,Customer_Type,Repeat_Order
2024-10-09,CUST-0199,Sunrise Cafe #199,Horeca,suburban,Toast Bread,SKU-TB-005,5,24,14,4,2,10,1.4,19.6,0.8,42.86,No,0.0,No,0,52.2,Low,Yes
2024-12-11,CUST-0078,FastCorner #78,Minimarket,urban,Baguette,SKU-BG-003,1,66,46,10,6,36,1.8,82.8,1.0,44.44,No,0.0,No,0,52.5,Medium,Yes
2024-10-17,CUST-0186,PrimeMart #186,Supermarket,urban,Lavash,SKU-LV-004,5,97,43,0,0,43,0.9,38.7,0.5,44.44,No,0.0,Yes,0,64.1,Medium,Yes
2024-11-05,CUST-0130,Harbor Inn #130,Horeca,urban,Whole Wheat,SKU-WW-002,4,15,9,3,0,6,1.5,13.5,0.9,40.0,No,0.0,No,0,56.4,Low,Yes
2024-07-27,CUST-0131,PocketStore #131,Minimarket,urban,Lavash,SKU-LV-004,5,13,8,2,1,6,0.9,7.2,0.5,44.44,No,0.0,No,1,41.3,Low,Yes
2024-08-28,CUST-0059,NearStop #59,Minimarket,urban,Whole Wheat,SKU-WW-002,4,27,14,5,3,9,1.5,21.0,0.9,40.0,No,0.0,No,0,22.9,Low,No
2024-10-08,CUST-0007,Daily Bake #7,Bakery Shop,rural,Lavash,SKU-LV-004,5,18,8,4,2,4,0.9,7.2,0.5,44.44,No,0.0,No,0,36.7,Low,No
2024-09-30,CUST-0140,Grand Diner #140,Horeca,suburban,Baguette,SKU-BG-003,1,29,13,6,5,7,1.8,23.4,1.0,44.44,No,0.0,No,0,35.8,Low,Yes
2024-08-11,CUST-0043,MetroMart #43,Supermarket,urban,White Bread,SKU-WB-001,3,312,101,0,0,101,1.04,104.84,0.72,30.64,Yes,13.5,Yes,0,77.3,High Volume,Yes
2024-09-15,CUST-0071,Bread Haven #71,Bakery Shop,rural,Lavash,SKU-LV-004,5,121,97,11,7,86,0.9,87.3,0.5,44.44,No,0.0,No,1,74.0,High Volume,Yes
2024-08-02,CUST-0138,Café Central #138,Horeca,suburban,Lavash,SKU-LV-004,5,14,7,3,3,4,0.9,6.3,0.5,44.44,No,0.0,No,3,35.7,Low,No
2024-07-08,CUST-0148,NearStop #148,Minimarket,rural,Toast Bread,SKU-TB-005,5,23,12,5,2,7,1.4,16.8,0.8,42.86,No,0.0,No,0,45.8,Low,Yes
2024-10-15,CUST-0106,NearStop #106,Minimarket,urban,Lavash,SKU-LV-004,5,47,35,5,1,30,0.72,25.2,0.5,30.56,Yes,20.0,No,0,61.0,Medium,No
2024-08-02,CUST-0035,Golden Crust #35,Bakery Shop,urban,Whole Wheat,SKU-WW-002,4,38,18,0,0,18,1.5,27.0,0.9,40.0,No,0.0,Yes,0,66.9,Medium,No
2024-11-19,CUST-0057,NearStop #57,Minimarket,suburban,Lavash,SKU-LV-004,5,137,62,0,0,62,0.9,55.8,0.5,44.44,No,0.0,Yes,0,86.4,High Volume,Yes
2024-12-10,CUST-0078,FastCorner #78,Minimarket,urban,Baguette,SKU-BG-003,1,79,62,10,3,52,1.63,101.11,1.0,38.68,Yes,9.4,No,0,59.8,Medium,Yes
2024-10-01,CUST-0112,MegaShop #112,Supermarket,urban,Baguette,SKU-BG-003,1,61,34,14,8,20,1.8,61.2,1.0,44.44,No,0.0,No,1,47.5,Low,No
2024-09-30,CUST-0189,LocalBuy #189,Minimarket,suburban,Lavash,SKU-LV-004,5,70,46,8,4,38,0.9,41.4,0.5,44.44,No,0.0,No,0,74.1,Medium,No
2024-07-24,CUST-0077,The Breadhouse #77,Horeca,rural,Toast Bread,SKU-TB-005,5,50,34,6,3,28,1.15,39.08,0.8,30.4,Yes,17.9,No,0,50.6,Medium,Yes
2024-08-23,CUST-0070,Grand Diner #70,Horeca,rural,Baguette,SKU-BG-003,1,41,25,9,3,16,1.8,45.0,1.0,44.44,No,0.0,No,0,60.4,Medium,Yes
2024-08-31,CUST-0060,Classic Bread #60,Bakery Shop,suburban,White Bread,SKU-WB-001,3,13,8,2,1,6,1.2,9.6,0.72,40.0,No,0.0,No,0,43.5,Low,Yes
2024-07-30,CUST-0067,PocketStore #67,Minimarket,urban,Toast Bread,SKU-TB-005,5,88,71,5,3,66,1.4,99.4,0.8,42.86,No,0.0,No,0,80.9,High Volume,Yes
2024-09-12,CUST-0063,FastCorner #63,Minimarket,rural,Lavash,SKU-LV-004,5,53,34,7,9,27,0.9,30.6,0.5,44.44,No,0.0,No,2,45.7,Medium,Yes
2024-09-01,CUST-0022,CityStore #22,Supermarket,rural,Baguette,SKU-BG-003,1,320,104,0,0,104,1.68,175.22,1.0,40.65,Yes,6.4,Yes,1,77.2,High Volume,Yes
2024-11-02,CUST-0141,Crispy Corner #141,Bakery Shop,rural,White Bread,SKU-WB-001,3,26,16,5,2,11,1.03,16.47,0.72,30.07,Yes,14.2,No,0,43.8,Low,No
2024-12-14,CUST-0001,SunMart #1,Supermarket,urban,Whole Wheat,SKU-WW-002,4,228,199,14,3,185,1.5,298.5,0.9,40.0,No,0.0,No,0,79.3,High Volume,Yes
2024-07-14,CUST-0048,Golden Crust #48,Bakery Shop,suburban,Whole Wheat,SKU-WW-002,4,36,20,7,3,13,1.5,30.0,0.9,40.0,No,0.0,No,0,16.5,Low,No
2024-08-05,CUST-0044,Sunrise Bakery #44,Bakery Shop,rural,Baguette,SKU-BG-003,1,27,8,0,0,8,1.5,11.98,1.0,33.23,Yes,16.8,Yes,0,50.4,Medium,Yes
2024-09-20,CUST-0190,The Breadhouse #190,Horeca,suburban,Toast Bread,SKU-TB-005,5,16,11,2,1,9,1.12,12.37,0.8,28.84,Yes,19.7,No,0,40.8,Low,No
2024-09-10,CUST-0010,PocketStore #10,Minimarket,urban,White Bread,SKU-WB-001,3,72,49,8,5,41,1.2,58.8,0.72,40.0,No,0.0,No,0,72.1,Medium,Yes
2024-12-17,CUST-0190,The Breadhouse #190,Horeca,suburban,Toast Bread,SKU-TB-005,5,16,8,2,2,6,1.4,11.2,0.8,42.86,No,0.0,No,1,43.9,Low,Yes
2024-08-16,CUST-0133,FreshMart #133,Supermarket,rural,Lavash,SKU-LV-004,5,265,245,20,0,225,0.83,202.42,0.5,39.48,Yes,8.2,No,0,94.4,High Volume,Yes
2024-09-16,CUST-0048,Golden Crust #48,Bakery Shop,suburban,Toast Bread,SKU-TB-005,5,10,5,2,1,3,1.4,7.0,0.8,42.86,No,0.0,No,0,22.0,Low,Yes
2024-08-14,CUST-0191,Flour House #191,Bakery Shop,rural,White Bread,SKU-WB-001,3,89,72,9,3,63,1.2,86.4,0.72,40.0,No,0.0,No,0,75.4,High Volume,Yes
2024-09-09,CUST-0170,Classic Bread #170,Bakery Shop,urban,Toast Bread,SKU-TB-005,5,74,62,4,2,58,1.4,86.8,0.8,42.86,No,0.0,No,0,94.7,High Volume,Yes
2024-10-07,CUST-0104,The Breadhouse #104,Horeca,suburban,Baguette,SKU-BG-003,1,22,11,0,0,11,1.8,19.8,1.0,44.44,No,0.0,Yes,0,46.4,Low,Yes
2024-09-02,CUST-0164,QuickStop #164,Supermarket,urban,Toast Bread,SKU-TB-005,5,127,87,14,14,73,1.4,121.8,0.8,42.86,No,0.0,No,1,41.2,Medium,Yes
2024-09-12,CUST-0114,Sweet Crust #114,Bakery Shop,urban,Baguette,SKU-BG-003,1,46,31,8,4,23,1.8,55.8,1.0,44.44,No,0.0,No,0,80.9,Medium,No
2024-08-02,CUST-0196,Bread Haven #196,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,49,32,8,2,24,1.4,44.8,0.8,42.86,No,0.0,No,0,53.3,Medium,Yes
2024-07-21,CUST-0041,FastCorner #41,Minimarket,suburban,Lavash,SKU-LV-004,5,82,58,9,5,49,0.9,52.2,0.5,44.44,No,0.0,No,0,71.9,Medium,Yes
2024-11-18,CUST-0085,Sweet Crust #85,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,13,6,3,1,3,1.4,8.4,0.8,42.86,No,0.0,No,0,25.4,Low,Yes
2024-12-11,CUST-0061,Sunrise Bakery #61,Bakery Shop,suburban,Toast Bread,SKU-TB-005,5,51,33,6,3,27,1.4,46.2,0.8,42.86,No,0.0,No,0,60.9,Medium,Yes
2024-07-26,CUST-0101,QuickStop #101,Supermarket,suburban,Toast Bread,SKU-TB-005,5,307,257,18,9,239,1.4,359.8,0.8,42.86,No,0.0,No,0,74.1,High Volume,Yes
2024-08-12,CUST-0199,Sunrise Cafe #199,Horeca,suburban,White Bread,SKU-WB-001,3,27,16,4,3,12,1.2,19.2,0.72,40.0,No,0.0,No,0,57.7,Low,Yes
2024-09-09,CUST-0147,Urban Grill #147,Horeca,suburban,Whole Wheat,SKU-WW-002,4,16,9,3,1,6,1.5,13.5,0.9,40.0,No,0.0,No,0,40.3,Low,Yes
2024-09-21,CUST-0165,Hotel Royal #165,Horeca,urban,Baguette,SKU-BG-003,1,66,45,12,4,33,1.8,81.0,1.0,44.44,No,0.0,No,0,54.2,Medium,No
2024-12-01,CUST-0028,Plaza Bistro #28,Horeca,suburban,Lavash,SKU-LV-004,5,20,11,4,2,7,0.9,9.9,0.5,44.44,No,0.0,No,0,36.8,Low,No
2024-12-18,CUST-0029,EasyBuy #29,Supermarket,suburban,Whole Wheat,SKU-WW-002,4,138,90,16,11,74,1.5,135.0,0.9,40.0,No,0.0,No,0,53.0,Medium,Yes
2024-12-22,CUST-0141,Crispy Corner #141,Bakery Shop,rural,Whole Wheat,SKU-WW-002,4,17,8,0,0,8,1.4,11.2,0.9,35.69,Yes,6.7,Yes,0,38.5,Low,Yes
2024-10-11,CUST-0199,Sunrise Cafe #199,Horeca,suburban,Whole Wheat,SKU-WW-002,4,12,6,2,1,4,1.5,9.0,0.9,40.0,No,0.0,No,0,51.6,Low,Yes
2024-12-18,CUST-0108,QuickShop #108,Minimarket,suburban,Lavash,SKU-LV-004,5,66,51,6,3,45,0.76,38.88,0.5,34.41,Yes,15.3,No,1,74.8,Medium,Yes
2024-07-19,CUST-0112,MegaShop #112,Supermarket,urban,Lavash,SKU-LV-004,5,48,33,9,2,24,0.72,23.79,0.5,30.64,Yes,19.9,No,1,54.9,Low,Yes
2024-07-07,CUST-0013,DailyMart #13,Minimarket,rural,Baguette,SKU-BG-003,1,68,47,15,4,32,1.8,84.6,1.0,44.44,No,0.0,No,1,60.4,Medium,Yes
2024-07-19,CUST-0159,NearMart #159,Minimarket,suburban,Toast Bread,SKU-TB-005,5,16,8,3,2,5,1.4,11.2,0.8,42.86,No,0.0,No,0,47.1,Low,Yes
2024-09-05,CUST-0040,MetroMart #40,Supermarket,urban,White Bread,SKU-WB-001,3,204,183,11,4,172,1.06,194.57,0.72,32.28,Yes,11.4,No,0,72.0,High Volume,Yes
2024-11-17,CUST-0098,SunMart #98,Supermarket,urban,White Bread,SKU-WB-001,3,246,200,16,14,184,1.2,240.0,0.72,40.0,No,0.0,No,0,67.8,High Volume,Yes
2024-12-22,CUST-0080,Bread Haven #80,Bakery Shop,urban,White Bread,SKU-WB-001,3,18,11,3,1,8,1.2,13.2,0.72,40.0,No,0.0,No,0,61.2,Low,Yes
2024-08-03,CUST-0137,Grand Diner #137,Horeca,rural,Lavash,SKU-LV-004,5,76,59,12,1,47,0.84,49.33,0.5,40.2,Yes,7.1,No,0,57.6,Medium,Yes
2024-10-18,CUST-0049,Bistro Verde #49,Horeca,rural,Toast Bread,SKU-TB-005,5,19,10,4,4,6,1.4,14.0,0.8,42.86,No,0.0,No,2,41.1,Low,Yes
2024-11-25,CUST-0074,Artisan Loaf #74,Bakery Shop,suburban,Whole Wheat,SKU-WW-002,4,20,12,3,2,9,1.35,16.16,0.9,33.18,Yes,10.2,No,1,42.2,Low,Yes
2024-12-17,CUST-0048,Golden Crust #48,Bakery Shop,suburban,Lavash,SKU-LV-004,5,20,10,4,2,6,0.9,9.0,0.5,44.44,No,0.0,No,0,16.7,Low,No
2024-07-01,CUST-0036,FreshMart #36,Supermarket,urban,Baguette,SKU-BG-003,1,154,67,0,0,67,1.8,120.6,1.0,44.44,No,0.0,Yes,0,48.6,Medium,Yes
2024-09-09,CUST-0134,FreshMart #134,Supermarket,suburban,Toast Bread,SKU-TB-005,5,152,114,18,7,96,1.4,159.6,0.8,42.86,No,0.0,No,0,54.7,Medium,Yes
2024-07-28,CUST-0152,Bistro Verde #152,Horeca,urban,Baguette,SKU-BG-003,1,107,87,14,3,73,1.8,156.6,1.0,44.44,No,0.0,No,0,69.9,High Volume,Yes
2024-12-11,CUST-0186,PrimeMart #186,Supermarket,urban,White Bread,SKU-WB-001,3,131,92,14,12,78,1.2,110.4,0.72,40.0,No,0.0,No,0,56.2,Medium,Yes
2024-12-17,CUST-0011,Daily Bake #11,Bakery Shop,urban,White Bread,SKU-WB-001,3,22,12,5,3,7,1.2,14.4,0.72,40.0,No,0.0,No,1,19.0,Low,Yes
2024-07-11,CUST-0180,Daily Bake #180,Bakery Shop,urban,Toast Bread,SKU-TB-005,5,51,36,6,6,30,1.4,50.4,0.8,42.86,No,0.0,No,2,44.4,Medium,No
2024-07-26,CUST-0125,Crispy Corner #125,Bakery Shop,urban,Whole Wheat,SKU-WW-002,4,13,8,2,1,6,1.33,10.67,0.9,32.51,Yes,11.1,No,0,43.7,Low,Yes
2024-11-19,CUST-0038,Daily Bake #38,Bakery Shop,suburban,Whole Wheat,SKU-WW-002,4,14,8,2,1,6,1.42,11.38,0.9,36.71,Yes,5.2,No,0,19.4,Low,No
2024-07-09,CUST-0001,SunMart #1,Supermarket,urban,Baguette,SKU-BG-003,1,209,153,28,12,125,1.8,275.4,1.0,44.44,No,0.0,No,0,67.0,High Volume,Yes
2024-09-02,CUST-0089,Tavern Hill #89,Horeca,suburban,White Bread,SKU-WB-001,3,24,13,4,3,9,1.2,15.6,0.72,40.0,No,0.0,No,0,33.8,Low,No
2024-07-02,CUST-0112,MegaShop #112,Supermarket,urban,Baguette,SKU-BG-003,1,65,38,16,7,22,1.8,68.4,1.0,44.44,No,0.0,No,0,47.2,Low,Yes
2024-08-02,CUST-0139,EasyBuy #139,Supermarket,suburban,White Bread,SKU-WB-001,3,75,53,12,4,41,1.09,57.56,0.72,33.7,Yes,9.5,No,0,49.8,Low,Yes
2024-08-02,CUST-0196,Bread Haven #196,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,54,38,9,1,29,1.19,45.33,0.8,32.93,Yes,14.8,No,0,56.6,Medium,Yes
2024-07-22,CUST-0165,Hotel Royal #165,Horeca,urban,Toast Bread,SKU-TB-005,5,52,37,7,2,30,1.4,51.8,0.8,42.86,No,0.0,No,0,51.6,Medium,No
2024-12-20,CUST-0059,NearStop #59,Minimarket,urban,Lavash,SKU-LV-004,5,29,16,6,4,10,0.9,14.4,0.5,44.44,No,0.0,No,2,27.0,Low,No
2024-08-31,CUST-0185,Sweet Crust #185,Bakery Shop,urban,Lavash,SKU-LV-004,5,68,58,6,1,52,0.75,43.22,0.5,32.9,Yes,17.2,No,0,57.4,Medium,Yes
2024-09-10,CUST-0048,Golden Crust #48,Bakery Shop,suburban,Toast Bread,SKU-TB-005,5,11,6,1,1,5,1.24,7.45,0.8,35.58,Yes,11.3,No,0,29.9,Low,No
2024-11-17,CUST-0110,Plaza Bistro #110,Horeca,urban,White Bread,SKU-WB-001,3,51,40,5,2,35,1.2,48.0,0.72,40.0,No,0.0,No,0,71.3,Medium,Yes
2024-09-20,CUST-0037,ExpressGo #37,Minimarket,rural,Lavash,SKU-LV-004,5,118,90,13,3,77,0.9,81.0,0.5,44.44,No,0.0,No,0,70.7,High Volume,Yes
2024-07-06,CUST-0132,MetroMart #132,Supermarket,suburban,Baguette,SKU-BG-003,1,321,248,41,27,207,1.8,446.4,1.0,44.44,No,0.0,No,2,73.0,High Volume,No
2024-09-21,CUST-0003,DailyMart #3,Minimarket,rural,Toast Bread,SKU-TB-005,5,36,27,5,1,22,1.17,31.68,0.8,31.81,Yes,16.2,No,1,49.9,Medium,Yes
2024-09-23,CUST-0088,Harbor Inn #88,Horeca,urban,Whole Wheat,SKU-WW-002,4,20,11,4,2,7,1.5,16.5,0.9,40.0,No,0.0,No,0,45.9,Low,Yes
2024-08-14,CUST-0128,Tavern Hill #128,Horeca,rural,Toast Bread,SKU-TB-005,5,43,30,5,6,25,1.27,38.14,0.8,37.07,Yes,9.2,No,3,74.6,Medium,No
2024-09-13,CUST-0092,Golden Crust #92,Bakery Shop,rural,Whole Wheat,SKU-WW-002,4,33,21,5,1,16,1.5,31.5,0.9,40.0,No,0.0,No,0,59.1,Medium,No
2024-08-05,CUST-0155,Flour House #155,Bakery Shop,urban,Lavash,SKU-LV-004,5,53,36,6,3,30,0.9,32.4,0.5,44.44,No,0.0,No,0,50.4,Medium,Yes
2024-08-03,CUST-0007,Daily Bake #7,Bakery Shop,rural,Baguette,SKU-BG-003,1,20,10,4,4,6,1.8,18.0,1.0,44.44,No,0.0,No,1,23.5,Low,No
2024-07-02,CUST-0102,CityStore #102,Supermarket,urban,Whole Wheat,SKU-WW-002,4,95,72,11,3,61,1.5,108.0,0.9,40.0,No,0.0,No,0,55.3,Medium,Yes
2024-09-30,CUST-0002,PrimeMart #2,Supermarket,rural,Whole Wheat,SKU-WW-002,4,344,250,36,23,214,1.5,375.0,0.9,40.0,No,0.0,No,1,66.8,High Volume,Yes
2024-07-22,CUST-0155,Flour House #155,Bakery Shop,urban,White Bread,SKU-WB-001,3,46,32,5,4,27,1.2,38.4,0.72,40.0,No,0.0,No,0,44.1,Medium,Yes
2024-12-31,CUST-0184,Tavern Hill #184,Horeca,rural,Baguette,SKU-BG-003,1,10,5,2,2,3,1.51,7.55,1.0,33.78,Yes,16.1,No,0,23.9,Low,No
2024-08-28,CUST-0001,SunMart #1,Supermarket,urban,Baguette,SKU-BG-003,1,239,180,27,18,153,1.8,324.0,1.0,44.44,No,0.0,No,0,78.2,High Volume,Yes
2024-11-14,CUST-0197,Harbor Inn #197,Horeca,rural,White Bread,SKU-WB-001,3,45,29,8,2,21,1.2,34.8,0.72,40.0,No,0.0,No,0,69.1,Medium,Yes
2024-09-29,CUST-0051,NearMart #51,Minimarket,suburban,Toast Bread,SKU-TB-005,5,27,18,4,1,14,1.31,23.64,0.8,39.08,Yes,6.2,No,0,53.2,Low,No
2024-10-16,CUST-0018,Morning Loaf #18,Bakery Shop,rural,Whole Wheat,SKU-WW-002,4,45,29,6,3,23,1.5,43.5,0.9,40.0,No,0.0,No,0,56.2,Medium,No
2024-12-07,CUST-0016,Golden Crust #16,Bakery Shop,rural,Whole Wheat,SKU-WW-002,4,26,17,5,1,12,1.4,23.79,0.9,35.69,Yes,6.7,No,0,40.4,Low,Yes
2024-08-04,CUST-0039,Flour House #39,Bakery Shop,suburban,Whole Wheat,SKU-WW-002,4,26,18,4,1,14,1.35,24.22,0.9,33.11,Yes,10.3,No,0,44.7,Low,Yes
2024-11-05,CUST-0022,CityStore #22,Supermarket,rural,White Bread,SKU-WB-001,3,296,150,0,0,150,1.08,162.54,0.72,33.55,Yes,9.7,Yes,2,78.5,High Volume,No
2024-09-01,CUST-0146,MiniStop #146,Minimarket,rural,Toast Bread,SKU-TB-005,5,38,25,6,2,19,1.4,35.0,0.8,42.86,No,0.0,No,0,70.9,Medium,Yes
2024-10-06,CUST-0098,SunMart #98,Supermarket,urban,Toast Bread,SKU-TB-005,5,274,244,14,5,230,1.4,341.6,0.8,42.86,No,0.0,No,0,69.8,High Volume,Yes
2024-11-23,CUST-0019,MiniStop #19,Minimarket,urban,Baguette,SKU-BG-003,1,38,23,10,4,13,1.8,41.4,1.0,44.44,No,0.0,No,2,44.9,Low,No
2024-09-13,CUST-0048,Golden Crust #48,Bakery Shop,suburban,Lavash,SKU-LV-004,5,12,6,2,1,4,0.9,5.4,0.5,44.44,No,0.0,No,0,22.7,Low,Yes
2024-09-27,CUST-0057,NearStop #57,Minimarket,suburban,Whole Wheat,SKU-WW-002,4,129,110,8,2,102,1.5,165.0,0.9,40.0,No,0.0,No,0,86.4,High Volume,Yes
2024-09-14,CUST-0151,Daily Bake #151,Bakery Shop,rural,Lavash,SKU-LV-004,5,35,27,4,0,23,0.75,20.17,0.5,33.07,Yes,17.0,No,0,53.5,Medium,Yes
2024-08-03,CUST-0146,MiniStop #146,Minimarket,rural,Lavash,SKU-LV-004,5,40,29,7,2,22,0.9,26.1,0.5,44.44,No,0.0,No,2,67.1,Medium,No
2024-08-15,CUST-0153,NearMart #153,Minimarket,rural,Whole Wheat,SKU-WW-002,4,43,28,8,2,20,1.5,42.0,0.9,40.0,No,0.0,No,0,77.3,Medium,Yes
2024-11-25,CUST-0029,EasyBuy #29,Supermarket,suburban,Baguette,SKU-BG-003,1,105,65,18,17,47,1.8,117.0,1.0,44.44,No,0.0,No,1,49.7,Medium,No
2024-12-27,CUST-0172,Sweet Crust #172,Bakery Shop,urban,White Bread,SKU-WB-001,3,33,23,4,2,19,1.2,27.6,0.72,40.0,No,0.0,No,0,56.1,Medium,Yes
2024-10-26,CUST-0007,Daily Bake #7,Bakery Shop,rural,Whole Wheat,SKU-WW-002,4,17,5,0,0,5,1.5,7.5,0.9,40.0,No,0.0,Yes,1,25.8,Low,No
2024-08-09,CUST-0178,QuickStop #178,Supermarket,suburban,White Bread,SKU-WB-001,3,142,97,18,18,79,1.2,116.4,0.72,40.0,No,0.0,No,3,65.1,Medium,Yes
2024-12-09,CUST-0057,NearStop #57,Minimarket,suburban,Whole Wheat,SKU-WW-002,4,80,63,5,4,58,1.5,94.5,0.9,40.0,No,0.0,No,0,92.2,High Volume,Yes
2024-07-07,CUST-0013,DailyMart #13,Minimarket,rural,Toast Bread,SKU-TB-005,5,98,70,15,4,55,1.4,98.0,0.8,42.86,No,0.0,No,0,54.5,Medium,Yes
2024-10-24,CUST-0173,Flour House #173,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,104,83,11,3,72,1.4,116.2,0.8,42.86,No,0.0,No,0,75.1,High Volume,Yes
2024-12-26,CUST-0053,MiniStop #53,Minimarket,suburban,Lavash,SKU-LV-004,5,48,35,6,2,29,0.9,31.5,0.5,44.44,No,0.0,No,0,60.3,Medium,Yes
2024-10-03,CUST-0108,QuickShop #108,Minimarket,suburban,Baguette,SKU-BG-003,1,46,30,8,3,22,1.8,54.0,1.0,44.44,No,0.0,No,0,73.3,Medium,Yes
2024-08-25,CUST-0096,MegaShop #96,Supermarket,rural,White Bread,SKU-WB-001,3,294,248,35,8,213,1.2,297.6,0.72,40.0,No,0.0,No,2,93.8,High Volume,Yes
2024-12-29,CUST-0165,Hotel Royal #165,Horeca,urban,White Bread,SKU-WB-001,3,36,31,3,0,28,0.97,30.02,0.72,25.65,Yes,19.3,No,0,49.4,Medium,Yes
2024-09-28,CUST-0104,The Breadhouse #104,Horeca,suburban,Lavash,SKU-LV-004,5,18,11,3,1,8,0.9,9.9,0.5,44.44,No,0.0,No,0,47.6,Low,Yes
2024-10-26,CUST-0082,FastCorner #82,Minimarket,suburban,Baguette,SKU-BG-003,1,32,12,0,0,12,1.54,18.49,1.0,35.1,Yes,14.4,Yes,0,46.3,Low,Yes
2024-11-02,CUST-0116,Artisan Loaf #116,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,15,6,0,0,6,1.14,6.81,0.8,29.54,Yes,18.9,Yes,0,27.2,Low,No
2024-12-13,CUST-0181,FastCorner #181,Minimarket,urban,Whole Wheat,SKU-WW-002,4,57,49,5,0,44,1.4,68.8,0.9,35.9,Yes,6.4,No,0,59.7,Medium,Yes
2024-11-24,CUST-0121,Grand Diner #121,Horeca,urban,Lavash,SKU-LV-004,5,17,9,3,2,6,0.9,8.1,0.5,44.44,No,0.0,No,0,23.1,Low,No
2024-09-24,CUST-0138,Café Central #138,Horeca,suburban,Whole Wheat,SKU-WW-002,4,20,10,3,3,7,1.5,15.0,0.9,40.0,No,0.0,No,1,37.1,Low,Yes
2024-08-31,CUST-0064,Hotel Royal #64,Horeca,rural,Toast Bread,SKU-TB-005,5,62,41,10,3,31,1.4,57.4,0.8,42.86,No,0.0,No,0,64.8,Medium,Yes
2024-11-21,CUST-0012,Sunrise Bakery #12,Bakery Shop,urban,White Bread,SKU-WB-001,3,60,43,7,3,36,1.2,51.6,0.72,40.0,No,0.0,No,0,61.7,Medium,No
2024-08-21,CUST-0002,PrimeMart #2,Supermarket,rural,Whole Wheat,SKU-WW-002,4,225,179,23,7,156,1.5,268.5,0.9,40.0,No,0.0,No,0,77.0,High Volume,Yes
2024-08-26,CUST-0066,MegaShop #66,Supermarket,suburban,Baguette,SKU-BG-003,1,312,241,35,21,206,1.8,433.8,1.0,44.44,No,0.0,No,1,87.1,High Volume,Yes
2024-11-17,CUST-0120,UrbanGrocery #120,Supermarket,urban,Whole Wheat,SKU-WW-002,4,96,85,8,1,77,1.22,103.66,0.9,26.2,Yes,18.7,No,0,61.4,Medium,No
2024-11-01,CUST-0122,FastCorner #122,Minimarket,suburban,Lavash,SKU-LV-004,5,48,31,5,7,26,0.9,27.9,0.5,44.44,No,0.0,No,2,69.3,Medium,No
2024-10-08,CUST-0051,NearMart #51,Minimarket,suburban,White Bread,SKU-WB-001,3,32,22,5,3,17,1.06,23.34,0.72,32.13,Yes,11.6,No,2,54.5,Low,Yes
2024-08-25,CUST-0174,SunMart #174,Supermarket,rural,White Bread,SKU-WB-001,3,366,277,41,23,236,1.2,332.4,0.72,40.0,No,0.0,No,0,74.4,High Volume,Yes
2024-10-18,CUST-0031,MetroMart #31,Supermarket,urban,Toast Bread,SKU-TB-005,5,135,94,15,8,79,1.4,131.6,0.8,42.86,No,0.0,No,0,74.1,Medium,Yes
2024-07-11,CUST-0156,Flour House #156,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,61,45,7,4,38,1.4,63.0,0.8,42.86,No,0.0,No,2,80.5,High Volume,No
2024-09-11,CUST-0036,FreshMart #36,Supermarket,urban,Lavash,SKU-LV-004,5,103,69,10,5,59,0.9,62.1,0.5,44.44,No,0.0,No,0,55.0,Medium,Yes
2024-12-07,CUST-0181,FastCorner #181,Minimarket,urban,White Bread,SKU-WB-001,3,62,44,7,4,37,1.2,52.8,0.72,40.0,No,0.0,No,0,59.3,Medium,Yes
2024-09-23,CUST-0010,PocketStore #10,Minimarket,urban,White Bread,SKU-WB-001,3,30,19,3,3,16,1.2,22.8,0.72,40.0,No,0.0,No,0,56.9,Medium,Yes
2024-12-31,CUST-0054,Harbor Inn #54,Horeca,rural,Baguette,SKU-BG-003,1,43,26,9,4,17,1.8,46.8,1.0,44.44,No,0.0,No,0,76.8,Medium,Yes
2024-11-03,CUST-0023,Harbor Inn #23,Horeca,urban,Toast Bread,SKU-TB-005,5,25,18,4,1,14,1.25,22.43,0.8,35.79,Yes,11.0,No,0,29.0,Low,No
2024-09-11,CUST-0174,SunMart #174,Supermarket,rural,Whole Wheat,SKU-WW-002,4,215,198,17,0,181,1.38,272.94,0.9,34.71,Yes,8.1,No,0,81.8,High Volume,Yes
2024-08-06,CUST-0080,Bread Haven #80,Bakery Shop,urban,Lavash,SKU-LV-004,5,25,15,4,1,11,0.9,13.5,0.5,44.44,No,0.0,No,0,53.9,Low,Yes
2024-12-20,CUST-0169,Sunrise Bakery #169,Bakery Shop,urban,Whole Wheat,SKU-WW-002,4,107,42,0,0,42,1.5,63.0,0.9,40.0,No,0.0,Yes,0,83.1,High Volume,Yes
